calf,ADG (kg/d),"MR Intake (pints)	",Starter Intake (g),Sickness
1,,,,Got
2,0.18,168,349.1,Never
3,0.43,167.5,217.4,Never
4,0.61,168,235.7,Never
5,0.43,168,1167.6,Never
6,0.46,168,367.2,Never
7,0.39,164,53.3,Never
8,0.46,168,320.2,Never
9,0.29,168,970.7,Got
10,0.32,168,317.2,Never
11,0.46,168,501.8,Never
12,0.36,168,117.9,Never
13,0.79,168,114.5,Never
14,0.29,168,655,Never
15,0.93,168,109,Got
16,0.5,168,1127.5,Never
17,0.46,168,1119.6,Never
18,0.36,166,26.8,Got
19,0.43,166,446.1,Got
20,0.32,168,3,Never
21,0.11,166,221.5,Got
22,0.43,168,325.4,Never
23,0.04,162.5,477.5,Got
24,0.21,164.5,346.7,Never
25,0.32,168,42.3,Never
26,0.5,167.5,276.9,Never
27,0.43,162.5,191.2,Never
28,0.43,164.5,247.4,Got
29,0.5,166.5,11.8,Got
30,0.71,166.5,1158.9,Got